"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1430","RT @BayleeB79: @jasonawright7 @welenaelena @TrishaDishes I don't remember ONE kid I went to school with dying from the #flu or having #ADD…",FALSE,0,NA,2018-03-08 14:24:02,FALSE,NA,"971753411862454272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ski95252",26,TRUE,FALSE,NA,NA
"1431","A new study offers new insights as to why healthy children are much more vulnerable to death from contracting the… https://t.co/Ez1HQukvCz",FALSE,3,NA,2018-03-08 14:20:08,TRUE,NA,"971752432270282752",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","FirmaClinical",0,FALSE,FALSE,NA,NA
"1432",".@HouseCommerce #SubOversight #flu hearing at 10amET w/ #NIH Fauci, @CDCDirector @SGottliebFDA &amp; @BARDA Bright… https://t.co/KAEXJBKwFV",FALSE,0,NA,2018-03-08 14:19:45,TRUE,NA,"971752332882071552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DonnaYoungDC",0,FALSE,FALSE,NA,NA
"1433","RT @OscilloUSA: #Lemons are loaded with Vitamin C &amp; potassium to help your immune system fight #colds &amp; #flu. Learn more at: https://t.co/l…",FALSE,0,NA,2018-03-08 14:18:17,FALSE,NA,"971751966563975169",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jboudazin",2,TRUE,FALSE,NA,NA
"1434","RT @DrDonnica: Also: even when the #fluvaccine does not prevent the #flu, it may reduce the severity &amp; duration of symptoms by 1-2 days. As…",FALSE,0,NA,2018-03-08 14:17:37,FALSE,NA,"971751796304633856",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JacquelineHine1",8,TRUE,FALSE,NA,NA
"1435","RT @DrDonnica: Also: IF you or a household member get #flu symptoms, call your MD asap to ask if #Tamiflu (oseltamivir) or #Relenza (zanami…",FALSE,0,NA,2018-03-08 14:16:47,FALSE,NA,"971751587491147777",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JacquelineHine1",7,TRUE,FALSE,NA,NA
"1436","RT @BoironUSA: Discover essential medicines for #cold &amp; #flu with our free online #training. https://t.co/dYYgk1wgIE",FALSE,0,NA,2018-03-08 14:16:45,FALSE,NA,"971751581329715200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jboudazin",2,TRUE,FALSE,NA,NA
"1437","RT @BoironUSA: #Lemons are loaded with Vitamin C &amp; potassium to help your immune system fight #colds &amp; #flu. Learn more at: https://t.co/8A…",FALSE,0,NA,2018-03-08 14:16:27,FALSE,NA,"971751504183943168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jboudazin",2,TRUE,FALSE,NA,NA
"1438","RT @BoironUSA: Oscillo travels well &amp; so will you this winter. #flu #wellness https://t.co/GRp3BxecGX",FALSE,0,NA,2018-03-08 14:16:01,FALSE,NA,"971751396696473600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jboudazin",1,TRUE,FALSE,NA,NA
"1439","Drug that claims to kill the #flu in 24-hours has been approved in Japan https://t.co/gdshAvzAty",FALSE,0,NA,2018-03-08 14:15:24,FALSE,NA,"971751241721270273",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","PatientsPurpose",0,FALSE,FALSE,NA,NA
"1440","A global flu pandemic is the biggest threat mankind faces, one expert has warned. #flu #global #flujab #protection… https://t.co/NEmy5NwuXW",FALSE,0,NA,2018-03-08 14:12:38,TRUE,NA,"971750543906414592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TopTravelClinic",0,FALSE,FALSE,NA,NA
"1441","RT @DrDonnica: Also: IF you or a household member get #flu symptoms, call your MD asap to ask if #Tamiflu (oseltamivir) or #Relenza (zanami…",FALSE,0,NA,2018-03-08 14:12:05,FALSE,NA,"971750407251820545",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dlmluckytiger",7,TRUE,FALSE,NA,NA
"1442","RT @DrDonnica: Also: even when the #fluvaccine does not prevent the #flu, it may reduce the severity &amp; duration of symptoms by 1-2 days. As…",FALSE,0,NA,2018-03-08 14:12:02,FALSE,NA,"971750390504087557",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dlmluckytiger",8,TRUE,FALSE,NA,NA
"1443","What if experts could predict when and where the #flu will spread, like an oncoming storm? @Columbia scientists hav… https://t.co/uSbRQUH6VN",FALSE,0,NA,2018-03-08 14:10:09,TRUE,NA,"971749918443560962",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","columbiacss",0,FALSE,FALSE,NA,NA
"1444","Risks to watch for when taking #coldandflu remedies! https://t.co/figwp3jmTi #fluseason #flu",FALSE,2,NA,2018-03-08 14:05:11,FALSE,NA,"971748668050235392",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","myRxProfile",0,FALSE,FALSE,NA,NA
"1445","RT @BUILDinBoston: Keep your hands soft and protect yourself from the #flu with Lotionizer! BUILD students developed this combination hand-…",FALSE,0,NA,2018-03-08 14:02:15,FALSE,NA,"971747930905415681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JosieGL",1,TRUE,FALSE,NA,NA
"1446","Major #flu outbreak ‘could kill 300 million’ https://t.co/ffRIdUTK7e #Flu2018 #fluseason https://t.co/6f3YP9AfRh",FALSE,1,NA,2018-03-08 14:00:21,FALSE,NA,"971747453694365697",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","TheWeekUK",1,FALSE,FALSE,NA,NA
"1447","RT @BayleeB79: @jasonawright7 @welenaelena @TrishaDishes I don't remember ONE kid I went to school with dying from the #flu or having #ADD…",FALSE,0,NA,2018-03-08 13:58:47,FALSE,NA,"971747057940779014",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Sheraleeable",26,TRUE,FALSE,NA,NA
"1448","RT @CDCFlu: #FluTip: Studies show #flu antiviral treatments work best when started within 2 days of getting sick. However, starting them la…",FALSE,0,NA,2018-03-08 13:58:22,FALSE,NA,"971746954840625152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HamiltonCHN",73,TRUE,FALSE,NA,NA
"1449","#aussie #flu 
https://t.co/NCeue0TTYn",FALSE,0,NA,2018-03-08 13:56:21,FALSE,NA,"971746445849169921",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sagartron",0,FALSE,FALSE,NA,NA
"1450","RT @BayleeB79: @jasonawright7 @welenaelena @TrishaDishes I don't remember ONE kid I went to school with dying from the #flu or having #ADD…",FALSE,0,NA,2018-03-08 13:54:02,FALSE,NA,"971745863658852353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nitronut128",26,TRUE,FALSE,NA,NA
"1451","Keep your hands soft and protect yourself from the #flu with Lotionizer! BUILD students developed this combination… https://t.co/qn0r9QR730",FALSE,2,NA,2018-03-08 13:51:59,TRUE,NA,"971745345188352000",NA,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>","BUILDinBoston",1,FALSE,FALSE,NA,NA
"1452","Why is it so hard to prevent the #flu? @NBC explains: https://t.co/Xf7BaJ2CLK",FALSE,0,NA,2018-03-08 13:50:04,FALSE,NA,"971744865414516737",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","PBIRx",0,FALSE,FALSE,NA,NA
"1453","RT @HealthRanger: Think about this for a second. #flu #flushot #health #antivax https://t.co/UhgcSzWDuN",FALSE,0,NA,2018-03-08 13:50:00,FALSE,NA,"971744845797748736",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","JackieMcReath1",327,TRUE,FALSE,NA,NA
"1454","RT @HealthRanger: Think about this for a second. #flu #flushot #health #antivax https://t.co/UhgcSzWDuN",FALSE,0,NA,2018-03-08 13:48:40,FALSE,NA,"971744513843752960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AngryVoter2016",327,TRUE,FALSE,NA,NA
"1455","Meet The ‘Weed Nuns’ Who Want To Get America Lifted
https://t.co/uhUqRjlj3j…/weed-nuns-sisters-of-the-v…… https://t.co/UlV8tnZrN7",FALSE,1,NA,2018-03-08 13:44:57,TRUE,NA,"971743577305837569",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DrMarita1",0,FALSE,FALSE,NA,NA
"1456","Lawmakers scope out this year's #flu season response live at 10:00 EST today. https://t.co/AB3vzAdxFN via @HouseCommerce",FALSE,1,NA,2018-03-08 13:43:38,FALSE,NA,"971743245456891904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NCMedBoard",0,FALSE,FALSE,NA,NA
"1457","RT @familydoctor: It's been one of the worst #flu seasons on record, which especially poses a danger to pregnant women. Find out how you ca…",FALSE,0,NA,2018-03-08 13:36:57,FALSE,NA,"971741564488863744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","patrici30883237",7,TRUE,FALSE,NA,NA
"1458","RT uberops: RT gonzalezloumiet: uberops and #Ruvos look forward to being there with APHL and our #publichealth part… https://t.co/M6Tnuii3qE",FALSE,0,NA,2018-03-08 13:25:12,TRUE,NA,"971738605176721409",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","alexbello",0,FALSE,FALSE,NA,NA
"1459","Getting flu while pregnant, may cause premature labour, or it may result in a baby having a low birth weight. Ask y… https://t.co/67Drm41pq7",FALSE,0,NA,2018-03-08 13:25:07,TRUE,NA,"971738587405410305",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","NHSEnglandSW",0,FALSE,FALSE,NA,NA
"1460","The Buda Rainbow. <ed><U+00A0><U+00BC><ed><U+00BC><U+0088> #ginger #turmeric #cold #flu https://t.co/6FyIgbrtm4",FALSE,2,NA,2018-03-08 13:24:58,FALSE,NA,"971738549128228865",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BudaJuice",1,FALSE,FALSE,NA,NA
"1461","RT @gonzalezloumiet: @uberops and #Ruvos look forward to being there with @APHL and our #publichealth partners. #Flu #Zika  @CDCgov @NACCHO…",FALSE,0,NA,2018-03-08 13:24:34,FALSE,NA,"971738446325837824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","uberops",1,TRUE,FALSE,NA,NA
"1462","@united Would you like to explain your policy on preferring that travelers get on a plane with the #flu with 150+ o… https://t.co/01CwEcWRdx",FALSE,0,"baker_rithms",2018-03-08 13:24:27,TRUE,"971560479423332352","971738417796173824","861654074676068352","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","baker_rithms",0,FALSE,FALSE,NA,NA
"1463","Too many #menthol #cough drops might make coughs worse, #UWMadison study found: https://t.co/cFkO82UuGe #flu",FALSE,0,NA,2018-03-08 13:21:24,FALSE,NA,"971737651706515456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","davidkwahlberg",0,FALSE,FALSE,NA,NA
"1464","RT @CDCFlu: Latest #FluView report shows the number of states with widespread or high #flu activity has dropped, but most states are still…",FALSE,0,NA,2018-03-08 13:19:39,FALSE,NA,"971737208163045376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Luminex",37,TRUE,FALSE,NA,NA
"1465","RT @OilyAndAwesome: TBT to when I kicked the crap <ed><U+00A0><U+00BD><ed><U+00B2><U+00A9> out of the  #flu 
No match for  with a momma and an arsenal of #oils 
#healthykiddo #bo…",FALSE,0,NA,2018-03-08 13:18:33,FALSE,NA,"971736934753226753",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BearLtc",1,TRUE,FALSE,NA,NA
"1466","Many common #flu symptoms reflect the immune response to infection; an older person’s immune system tends to produc… https://t.co/X8MLCV4X69",FALSE,0,NA,2018-03-08 13:18:02,TRUE,NA,"971736802225684480",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","hjamesdc",0,FALSE,FALSE,NA,NA
"1467","Sorry not to be there with my sisters. Right now getting from the sofa to the kitchen is an adventure (and its a ti… https://t.co/Vn1IaT2G6u",FALSE,2,NA,2018-03-08 13:17:33,TRUE,NA,"971736679659855874",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","anna4labour",0,FALSE,FALSE,NA,NA
"1468","RT @medwma: Join our fight against #flu and show your support for the EU Manifesto on Influenza Vaccination by signing up to our Thundercla…",FALSE,0,NA,2018-03-08 13:14:46,FALSE,NA,"971735982377664512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dakm79",9,TRUE,FALSE,NA,NA
"1469","TBT to when I kicked the crap <ed><U+00A0><U+00BD><ed><U+00B2><U+00A9> out of the  #flu 
No match for  with a momma and an arsenal of #oils 
#healthykiddo… https://t.co/9YD5EtMEHY",FALSE,5,NA,2018-03-08 13:11:00,TRUE,NA,"971735033923948544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OilyAndAwesome",1,FALSE,FALSE,NA,NA
"1470","TY #flu I can cope with - not my #PTSD @reachoutASC @ObservatoriumF @meowcarriemeow @milton_damian @axcis @uniofbeds @Autism @networkautism",FALSE,1,"reachoutASC",2018-03-08 13:09:12,FALSE,"971734002733408257","971734579114659841","2276625259","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","soundcube",0,FALSE,FALSE,NA,NA
"1471","Hate Annual Shots? 
A Japanese Company has invented a drug that can kill the Flu in 24 hours.

@michaelvonirvin 
Mi… https://t.co/kY1O5F5JQe",FALSE,0,NA,2018-03-08 13:07:07,TRUE,NA,"971734056210718720",NA,"<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>","NeurianaScience",0,FALSE,FALSE,NA,NA
"1472","Flu fuck off my day is looking like this thank you flu #flu #strepthroat #blockednose #stuffed… https://t.co/VUXR80irUN",FALSE,0,NA,2018-03-08 12:59:21,FALSE,NA,"971732101082112001",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","amanda8966689",0,FALSE,FALSE,NA,NA
"1473","RT @newsgovhk: More seasonal #influenza vaccines will be available in mid-March #flu
https://t.co/XiHPjYlLIE https://t.co/VejVhqKvNe",FALSE,0,NA,2018-03-08 12:59:17,FALSE,NA,"971732085756059649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alexhads",1,TRUE,FALSE,NA,NA
"1474","RT @big_motive: The Spanish flu killed 100 million people. Nearly a century later, a catastrophic #flu pandemic still tops the UK Governmen…",FALSE,0,NA,2018-03-08 12:50:58,FALSE,NA,"971729991737249792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deecast",3,TRUE,FALSE,NA,NA
"1475","RT @canadanurses: Crowded shelters and the vicious #flu brew perfect storm for the #homeless #sdoh https://t.co/FOsD9Evmyf via @khnews",FALSE,0,NA,2018-03-08 12:47:19,FALSE,NA,"971729072958181376",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","medright1",5,TRUE,FALSE,NA,NA
"1476","Texas can’t seem to catch a break this #flu season   https://t.co/O1LOzthuag",FALSE,0,NA,2018-03-08 12:45:05,FALSE,NA,"971728511999160320",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","CPFgrants",0,FALSE,FALSE,NA,NA
"1477","RT @big_motive: The Spanish flu killed 100 million people. Nearly a century later, a catastrophic #flu pandemic still tops the UK Governmen…",FALSE,0,NA,2018-03-08 12:43:35,FALSE,NA,"971728133920579584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jjcranney",3,TRUE,FALSE,NA,NA
"1478","#bathtube and then back to #sleep.
Painful #feet because of #flu. en… https://t.co/5ZwEoTcnZj",FALSE,0,NA,2018-03-08 12:41:19,FALSE,NA,"971727562316513280",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","AbarcaDario",0,FALSE,FALSE,"6.12089788","46.21430581"
"1479","11 new #flu deaths in #Estonia last week #influenza #fluseason https://t.co/bCwtDMkRRQ https://t.co/A71mKff64O",FALSE,0,NA,2018-03-08 12:35:11,FALSE,NA,"971726018850492416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","errnews",0,FALSE,FALSE,NA,NA
"1480","#China #Reports #Highly #Pathogenic #H5N6, #H7N9 #Bird #Flu out... - https://t.co/5es3XOMfY3 - https://t.co/qKgVDocwHo",FALSE,0,NA,2018-03-08 12:28:02,FALSE,NA,"971724219032702977",NA,"<a href=""http://khorda1.com"" rel=""nofollow"">khorda1</a>","breaking_news88",0,FALSE,FALSE,NA,NA
"1481","Damn, haven't been sick in a while so now I'm getting every sickness known to man #flu #strep #pinkeye #downwiththesickness",FALSE,0,NA,2018-03-08 12:27:17,FALSE,NA,"971724031341842434",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_ChrisTheRed_",0,FALSE,FALSE,NA,NA
"1482","RT @LotusOak: #STUDY in CID: #Flu Shot Induces 4.4-Fold Increase in Non-Flu Acute Respiratory Infections

https://t.co/ArZpuVNsYA https://t…",FALSE,0,NA,2018-03-08 12:24:36,FALSE,NA,"971723357824716800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8greatyears",37,TRUE,FALSE,NA,NA
"1483","RT @GaviSeth: Despite a clear need &amp; growing momentum, it's still early days for a universal #flu vaccine: https://t.co/JU1wbtqYal #globalh…",FALSE,0,NA,2018-03-08 12:15:29,FALSE,NA,"971721063477456897",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TomOliverMoore",3,TRUE,FALSE,NA,NA
"1484","RT @LotusOak: #STUDY: #Flu #Vaccine Associated w/ Spontaneous Abortion in #Pregnant Women

https://t.co/94Qe2nKIbR
#VaccineInjury https://t…",FALSE,0,NA,2018-03-08 12:14:48,FALSE,NA,"971720891737440256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8greatyears",6,TRUE,FALSE,NA,NA
"1485","The #flu death toll has reached 87 in #Romania, according to the health ministry's Centre for the Supervision and C… https://t.co/EEtkwIlcRT",FALSE,0,NA,2018-03-08 12:14:28,TRUE,NA,"971720804898664448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RRInternational",0,FALSE,FALSE,NA,NA
"1486","AFD Blog `Hong Kong #Flu Levels (Week 9) Remain High, But Are Decreasing'  https://t.co/pkYEDOeoO5",FALSE,0,NA,2018-03-08 12:13:40,FALSE,NA,"971720604943552512",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Fla_Medic",1,FALSE,FALSE,NA,NA
"1487","RT @Imperial_PSTRC: UPCOMING EVENT: 'Exploring the uptake of the #Flu Vaccine amongst staff' 21 March in Paddington https://t.co/zSpqPt76k0…",FALSE,0,NA,2018-03-08 12:12:42,FALSE,NA,"971720359417450497",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Imperial_PSTRC",4,TRUE,FALSE,NA,NA
"1488","RT @Imperial_PSTRC: UPCOMING EVENT: 'Exploring the uptake of the #Flu Vaccine amongst staff' 21 March in Paddington https://t.co/zSpqPt76k0…",FALSE,0,NA,2018-03-08 12:09:06,FALSE,NA,"971719455007965184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jobi1kanobe",4,TRUE,FALSE,NA,NA
"1489","More seasonal #influenza vaccines will be available in mid-March #flu
https://t.co/XiHPjYlLIE https://t.co/VejVhqKvNe",FALSE,0,NA,2018-03-08 12:08:37,FALSE,NA,"971719334220345345",NA,"<a href=""http://www.news.gov.hk"" rel=""nofollow"">newsgovhk</a>","newsgovhk",1,FALSE,FALSE,NA,NA
"1490","RT @Imperial_PSTRC: UPCOMING EVENT: 'Exploring the uptake of the #Flu Vaccine amongst staff' 21 March in Paddington https://t.co/zSpqPt76k0…",FALSE,0,NA,2018-03-08 12:08:22,FALSE,NA,"971719270743924737",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Imperial_CHP",4,TRUE,FALSE,NA,NA
"1491","RT @LotusOak: #STUDY: #Flu #Vaccine Associated w/ Spontaneous Abortion in #Pregnant Women

https://t.co/94Qe2nKIbR
#VaccineInjury https://t…",FALSE,0,NA,2018-03-08 12:07:26,FALSE,NA,"971719035422478336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Paquita_337",6,TRUE,FALSE,NA,NA
"1492","RT @medwma: Join our fight against #flu and show your support for the EU Manifesto on Influenza Vaccination by signing up to our Thundercla…",FALSE,0,NA,2018-03-08 12:05:37,FALSE,NA,"971718577094094848",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","vicky_lauda",9,TRUE,FALSE,NA,NA
"1493","RT @MedLabSupply: This year's #FLU season prevention items are big hit! Protect yourself and your loved ones with https://t.co/mtYvXtFqVE !…",FALSE,0,NA,2018-03-08 12:03:50,FALSE,NA,"971718131101110273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dvlos56",1,TRUE,FALSE,NA,NA
"1494","Is #flu season on the decline? Experts hope so

(Via Press of AC) https://t.co/WTLxK639B5",FALSE,0,NA,2018-03-08 12:02:49,FALSE,NA,"971717873642196994",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ACPressLoder",0,FALSE,FALSE,NA,NA
"1495","This year's #FLU season prevention items are big hit! Protect yourself and your loved ones with… https://t.co/YW8aaYXCzJ",FALSE,1,NA,2018-03-08 12:01:38,TRUE,NA,"971717577167777792",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","MedLabSupply",1,FALSE,FALSE,NA,NA
"1496","Is it a cold or the flu? We've got a handy checklist to help distinguish between cold &amp; flu symptoms, plus a summar… https://t.co/ttMmkADg1u",FALSE,2,NA,2018-03-08 12:00:26,TRUE,NA,"971717272564887554",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","TheObGProject",1,FALSE,FALSE,NA,NA
"1497","RT @Imperial_PSTRC: UPCOMING EVENT: 'Exploring the uptake of the #Flu Vaccine amongst staff' 21 March in Paddington https://t.co/zSpqPt76k0…",FALSE,0,NA,2018-03-08 11:59:18,FALSE,NA,"971716989843574784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Imperial_IGHI",4,TRUE,FALSE,NA,NA
"1498","UPCOMING EVENT: 'Exploring the uptake of the #Flu Vaccine amongst staff' 21 March in Paddington… https://t.co/V0YI4pzzlq",FALSE,6,NA,2018-03-08 11:58:29,TRUE,NA,"971716782556876800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Imperial_PSTRC",4,FALSE,FALSE,NA,NA
"1499","RT @beatflu: If you have kidney disease and missed your #flu vaccine, check to see if they are still available at your GP or community phar…",FALSE,0,NA,2018-03-08 11:46:14,FALSE,NA,"971713700498477057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TOMMORADIO",2,TRUE,FALSE,NA,NA
"1500","RT @beatflu: If you have kidney disease and missed your #flu vaccine, check to see if they are still available at your GP or community phar…",FALSE,0,NA,2018-03-08 11:43:51,FALSE,NA,"971713101325357056",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","kidneydayUK",2,TRUE,FALSE,NA,NA
"1501","If you have kidney disease and missed your #flu vaccine, check to see if they are still available at your GP or com… https://t.co/Pk40AwoQ6n",FALSE,1,NA,2018-03-08 11:43:11,TRUE,NA,"971712934098415616",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","beatflu",2,FALSE,FALSE,NA,NA
"1502","Finding opens door to studying Ebola inhibitors in any lab without needing extreme safety https://t.co/wFmr4xPmsI #health #flu vaccines",FALSE,0,NA,2018-03-08 11:38:39,FALSE,NA,"971711794371792897",NA,"<a href=""http://www.good-medical.com/"" rel=""nofollow"">goodmedical</a>","GOOD_MEDICAL_",0,FALSE,FALSE,NA,NA
"1503","#CBRNe #Flu experts warn of imminent #pandemic that will kill '300 million' https://t.co/hVGVXp2Usy via @MailOnline",FALSE,0,NA,2018-03-08 11:36:33,FALSE,NA,"971711262190120960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BertoJongman100",0,FALSE,FALSE,NA,NA
"1504","""Society setting itself up for #flu #pandemic by continuing to purchase cheap meat from #factory #farms, 'fetid inc… https://t.co/48jh6RgSSe",FALSE,0,NA,2018-03-08 11:31:37,TRUE,NA,"971710020944580609",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Melindola",0,FALSE,FALSE,NA,NA
"1505","RT @LotusOak: #STUDY: #Flu #Vaccine Associated w/ Spontaneous Abortion in #Pregnant Women

https://t.co/94Qe2nKIbR
#VaccineInjury https://t…",FALSE,0,NA,2018-03-08 11:30:37,FALSE,NA,"971709770481717248",NA,"<a href=""https://docs.google.com"" rel=""nofollow"">mom and newborn</a>","MomAndNewborn",6,TRUE,FALSE,NA,NA
"1506","'#Factory #farms could very likely be the birthplace of the next killer #flu pandemic. The renegade influenza virus… https://t.co/x8k6MAUb6u",FALSE,0,NA,2018-03-08 11:28:50,TRUE,NA,"971709320160260096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Melindola",0,FALSE,FALSE,NA,NA
"1507","Listening to @Mr_434 - 'My Favorite' using @mymixtapez app #mymixtapez https://t.co/NE1STZKAgY #FLU #LOE #APPLYINGPRESSURE #BARSUNLIMITED",FALSE,1,NA,2018-03-08 11:26:56,FALSE,NA,"971708845822218240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mr_434",0,FALSE,FALSE,NA,NA
"1508","RT @AneurinBevanUHB: Don't spread #flu around. If you think you might have the flu, you can help reduce the chances of spreading it to othe…",FALSE,0,NA,2018-03-08 11:23:38,FALSE,NA,"971708013320040448",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","beatflu",2,TRUE,FALSE,NA,NA
"1509","RT @VirologyComics: 08/03/2018
Work in progress: #virologycomics for Arabic #kids 

First adventures with #flu virus.

More #comics
&amp; visua…",FALSE,0,NA,2018-03-08 11:22:26,FALSE,NA,"971707710461956097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tenebrousoul",1,TRUE,FALSE,NA,NA
